sample_index_0,signal_time_us,i_i16,q_i16,dma_u32
41682,83.364,0,3,196608
41683,83.366,8,7,458760
41684,83.368,-5,1,131067
41685,83.37,7,6,393223
41686,83.372,3,3,196611
41687,83.374,7,-4,4294705159
41688,83.376,10,8,524298
41689,83.378,10,1,65546
41690,83.38,-5,8,589819
41691,83.382,7,-9,4294377479
41692,83.384,7,-10,4294311943
41693,83.386,-1,6,458751
41694,83.388,0,3,196608
41695,83.39,-9,-2,4294901751
41696,83.392,2,-10,4294311938
41697,83.394,-3,10,720893
41698,83.396,4,2,131076
41699,83.398,1,10,655361
41700,83.4,5,-1,4294901765
41701,83.402,6,-7,4294508550
41702,83.404,6,-4,4294705158
41703,83.406,-6,6,458746
41704,83.408,8,1,65544
41705,83.41,8,-6,4294574088
41706,83.412,-1,8,589823
41707,83.414,1,1,65537
41708,83.416,0,-7,4294508544
41709,83.418,-9,10,720887
41710,83.42,10,5,327690
41711,83.422,10,1,65546
41712,83.424,-2,1,131070
41713,83.426,-6,-7,4294574074
41714,83.428,-7,9,655353
41715,83.43,-10,-7,4294574070
41716,83.432,-8,6,458744
41717,83.434,6,9,589830
41718,83.436,7,-3,4294770695
41719,83.438,-6,7,524282
41720,83.44,-8,4,327672
41721,83.442,5,-9,4294377477
41722,83.444,7,-7,4294508551
41723,83.446,2,1,65538
41724,83.448,3,7,458755
41725,83.45,3,8,524291
41726,83.452,3,-4,4294705155
41727,83.454,7,-5,4294639623
41728,83.456,-8,-5,4294705144
41729,83.458,10,-7,4294508554
41730,83.46,-8,-5,4294705144
41731,83.462,5,-2,4294836229
41732,83.464,-10,0,65526
41733,83.466,-5,7,524283
41734,83.468,5,-3,4294770693
41735,83.47,4,2,131076
41736,83.472,-1,1,131071
41737,83.474,-8,-3,4294836216
41738,83.476,-2,-8,4294508542
41739,83.478,-2,5,393214
41740,83.48,-6,-6,4294639610
41741,83.482,-5,-5,4294705147
41742,83.484,4,8,524292
41743,83.486,0,5,327680
41744,83.488,-3,5,393213
41745,83.49,10,-4,4294705162
41746,83.492,6,-1,4294901766
41747,83.494,-3,5,393213
41748,83.496,4,8,524292
41749,83.498,-5,3,262139
41750,83.5,-3,-2,4294901757
41751,83.502,8,-6,4294574088
41752,83.504,2,6,393218
41753,83.506,-10,-10,4294377462
41754,83.508,9,0,9
41755,83.51,-7,-4,4294770681
41756,83.512,1,-10,4294311937
41757,83.514,10,3,196618
41758,83.516,-9,-6,4294639607
41759,83.518,-1,4,327679
41760,83.52,-6,-5,4294705146
41761,83.522,-9,-8,4294508535
41762,83.524,1,0,1
41763,83.526,2,-6,4294574082
41764,83.528,9,-8,4294443017
41765,83.53,-4,-10,4294377468
41766,83.532,9,10,655369
41767,83.534,7,6,393223
41768,83.536,-10,7,524278
41769,83.538,-1,3,262143
41770,83.54,-6,7,524282
41771,83.542,0,-1,4294901760
41772,83.544,10,5,327690
41773,83.546,-4,7,524284
41774,83.548,-8,0,65528
41775,83.55,8,6,393224
41776,83.552,2,0,2
41777,83.554,-9,1,131063
41778,83.556,-8,3,262136
41779,83.558,6,9,589830
41780,83.56,-8,-7,4294574072
41781,83.562,5,-2,4294836229
41782,83.564,2,-3,4294770690
41783,83.566,3,9,589827
41784,83.568,1,0,1
41785,83.57,-4,8,589820
41786,83.572,7,0,7
41787,83.574,1,4,262145
41788,83.576,0,-5,4294639616
41789,83.578,-3,-5,4294705149
41790,83.58,-3,2,196605
41791,83.582,-6,-10,4294377466
41792,83.584,-8,4,327672
41793,83.586,6,-5,4294639622
41794,83.588,-2,-4,4294770686
41795,83.59,-7,-3,4294836217
41796,83.592,-3,2,196605
41797,83.594,5,6,393221
41798,83.596,-4,5,393212
41799,83.598,4,-3,4294770692
41800,83.6,1,3,196609
41801,83.602,-9,-10,4294377463
41802,83.604,9,7,458761
41803,83.606,-10,7,524278
41804,83.608,-9,0,65527
41805,83.61,-10,-1,4294967286
41806,83.612,3,9,589827
41807,83.614,-2,2,196606
41808,83.616,6,8,524294
41809,83.618,8,1,65544
41810,83.62,9,5,327689
41811,83.622,-8,10,720888
41812,83.624,0,-9,4294377472
41813,83.626,0,6,393216
41814,83.628,6,9,589830
41815,83.63,10,0,10
41816,83.632,-10,-4,4294770678
41817,83.634,-10,4,327670
41818,83.636,10,-4,4294705162
41819,83.638,8,-9,4294377480
41820,83.64,-4,8,589820
41821,83.642,-7,-4,4294770681
41822,83.644,-9,5,393207
41823,83.646,9,3,196617
41824,83.648,1,0,1
41825,83.65,4,-5,4294639620
41826,83.652,-2,-6,4294639614
41827,83.654,5,9,589829
41828,83.656,-4,-4,4294770684
41829,83.658,-2,0,65534
41830,83.66,-2,9,655358
41831,83.662,8,-3,4294770696
41832,83.664,-7,-7,4294574073
41833,83.666,-3,1,131069
41834,83.668,7,-7,4294508551
41835,83.67,-9,-5,4294705143
41836,83.672,-7,3,262137
41837,83.674,-8,-2,4294901752
41838,83.676,-7,0,65529
41839,83.678,10,10,655370
41840,83.68,-1,3,262143
41841,83.682,7,3,196615
41842,83.684,10,-3,4294770698
41843,83.686,-7,2,196601
41844,83.688,3,-4,4294705155
41845,83.69,-5,-6,4294639611
41846,83.692,3,7,458755
41847,83.694,-5,-4,4294770683
41848,83.696,9,-2,4294836233
41849,83.698,2,7,458754
41850,83.7,-10,6,458742
41851,83.702,0,9,589824
41852,83.704,2,4,262146
41853,83.706,-5,10,720891
41854,83.708,-7,-9,4294443001
41855,83.71,7,1,65543
41856,83.712,7,0,7
41857,83.714,-6,-9,4294443002
41858,83.716,-8,-8,4294508536
41859,83.718,6,8,524294
41860,83.72,-2,3,262142
41861,83.722,5,3,196613
41862,83.724,2,10,655362
41863,83.726,6,0,6
41864,83.728,-10,-2,4294901750
41865,83.73,5,7,458757
41866,83.732,3,7,458755
41867,83.734,-9,-4,4294770679
41868,83.736,7,3,196615
41869,83.738,4,9,589828
41870,83.74,7,-9,4294377479
41871,83.742,5,-3,4294770693
41872,83.744,8,-8,4294443016
41873,83.746,4,0,4
41874,83.748,4,6,393220
41875,83.75,-2,0,65534
41876,83.752,-2,6,458750
41877,83.754,0,-3,4294770688
41878,83.756,0,2,131072
41879,83.758,-2,-10,4294377470
41880,83.76,6,4,262150
41881,83.762,-7,-2,4294901753
41882,83.764,1,-4,4294705153
41883,83.766,-1,2,196607
41884,83.768,0,9,589824
41885,83.77,7,8,524295
41886,83.772,-9,10,720887
41887,83.774,-8,-5,4294705144
41888,83.776,6,6,393222
41889,83.778,-7,3,262137
41890,83.78,7,-6,4294574087
41891,83.782,-10,4,327670
41892,83.784,2,2,131074
41893,83.786,9,-6,4294574089
41894,83.788,4,-6,4294574084
41895,83.79,-3,-3,4294836221
41896,83.792,0,-10,4294311936
41897,83.794,-5,2,196603
41898,83.796,-2,-5,4294705150
41899,83.798,-2,4,327678
41900,83.8,8,3,196616
41901,83.802,7,-5,4294639623
41902,83.804,9,3,196617
41903,83.806,4,5,327684
41904,83.808,-1,0,65535
41905,83.81,5,8,524293
41906,83.812,-2,-10,4294377470
41907,83.814,2,-3,4294770690
41908,83.816,2,-1,4294901762
41909,83.818,5,-6,4294574085
41910,83.82,-1,-7,4294574079
41911,83.822,-10,-6,4294639606
41912,83.824,5,6,393221
41913,83.826,-2,-1,4294967294
41914,83.828,4,6,393220
41915,83.83,-8,-5,4294705144
41916,83.832,5,-8,4294443013
41917,83.834,-2,7,524286
41918,83.836,-1,-4,4294770687
41919,83.838,-9,4,327671
41920,83.84,0,-7,4294508544
41921,83.842,-4,-7,4294574076
41922,83.844,6,5,327686
41923,83.846,-10,7,524278
41924,83.848,-7,-1,4294967289
41925,83.85,-8,5,393208
41926,83.852,0,1,65536
41927,83.854,-6,-9,4294443002
41928,83.856,-6,-2,4294901754
41929,83.858,5,8,524293
41930,83.86,2,-3,4294770690
41931,83.862,-1,6,458751
41932,83.864,-4,6,458748
41933,83.866,5,6,393221
41934,83.868,-10,1,131062
41935,83.87,-9,4,327671
41936,83.872,-8,-10,4294377464
41937,83.874,8,7,458760
41938,83.876,-10,-3,4294836214
41939,83.878,8,-4,4294705160
41940,83.88,6,4,262150
41941,83.882,-3,-8,4294508541
41942,83.884,-10,-7,4294574070
41943,83.886,4,-1,4294901764
41944,83.888,4,7,458756
41945,83.89,-2,10,720894
41946,83.892,3,6,393219
41947,83.894,-6,-1,4294967290
41948,83.896,8,-7,4294508552
41949,83.898,9,10,655369
41950,83.9,7,0,7
41951,83.902,8,-9,4294377480
41952,83.904,-1,3,262143
41953,83.906,4,-6,4294574084
41954,83.908,8,-7,4294508552
41955,83.91,-9,-10,4294377463
41956,83.912,10,4,262154
41957,83.914,3,5,327683
41958,83.916,-9,0,65527
41959,83.918,6,-3,4294770694
41960,83.92,10,-4,4294705162
41961,83.922,-1,9,655359
41962,83.924,-1,-2,4294901759
41963,83.926,-1,-3,4294836223
41964,83.928,0,-2,4294836224
41965,83.93,-9,5,393207
41966,83.932,-1,0,65535
41967,83.934,5,-10,4294311941
41968,83.936,-6,-5,4294705146
41969,83.938,8,3,196616
41970,83.94,5,8,524293
41971,83.942,-7,-3,4294836217
41972,83.944,2,-4,4294705154
41973,83.946,-9,-4,4294770679
41974,83.948,2,7,458754
41975,83.95,-8,9,655352
41976,83.952,-4,-10,4294377468
41977,83.954,6,-1,4294901766
41978,83.956,-7,9,655353
41979,83.958,-10,5,393206
41980,83.96,0,10,655360
41981,83.962,5,-6,4294574085
41982,83.964,0,-10,4294311936
41983,83.966,8,-3,4294770696
41984,83.968,-3,-9,4294443005
41985,83.97,-9,0,65527
41986,83.972,0,4,262144
41987,83.974,-4,0,65532
41988,83.976,8,-4,4294705160
41989,83.978,4,4,262148
41990,83.98,-9,10,720887
41991,83.982,2,-7,4294508546
41992,83.984,6,-4,4294705158
41993,83.986,10,-2,4294836234
41994,83.988,2,7,458754
41995,83.99,5,8,524293
41996,83.992,-3,0,65533
41997,83.994,-7,-5,4294705145
41998,83.996,5,3,196613
41999,83.998,5,-8,4294443013
42000,84,-6,-2,4294901754
42001,84.002,-1,-4,4294770687
42002,84.004,-6,-6,4294639610
42003,84.006,3,10,655363
42004,84.008,-6,0,65530
42005,84.01,-2,-10,4294377470
42006,84.012,1,-2,4294836225
42007,84.014,5,-10,4294311941
42008,84.016,1,-8,4294443009
42009,84.018,6,9,589830
42010,84.02,8,-1,4294901768
42011,84.022,10,-7,4294508554
42012,84.024,8,4,262152
42013,84.026,-9,-3,4294836215
42014,84.028,-10,-4,4294770678
42015,84.03,-10,-8,4294508534
42016,84.032,4,-2,4294836228
42017,84.034,-9,9,655351
42018,84.036,-6,1,131066
42019,84.038,7,-9,4294377479
42020,84.04,-4,5,393212
42021,84.042,-9,4,327671
42022,84.044,-6,1,131066
42023,84.046,3,4,262147
42024,84.048,-1,-7,4294574079
42025,84.05,7,-2,4294836231
42026,84.052,3,5,327683
42027,84.054,-1,2,196607
42028,84.056,-5,-6,4294639611
42029,84.058,-6,-8,4294508538
42030,84.06,-2,-4,4294770686
42031,84.062,-9,5,393207
42032,84.064,8,-2,4294836232
42033,84.066,-7,10,720889
42034,84.068,8,6,393224
42035,84.07,1,4,262145
42036,84.072,-10,-7,4294574070
42037,84.074,7,-9,4294377479
42038,84.076,0,7,458752
42039,84.078,-2,0,65534
42040,84.08,5,-7,4294508549
42041,84.082,3,-5,4294639619
42042,84.084,3,-4,4294705155
42043,84.086,-8,-3,4294836216
42044,84.088,0,0,0
42045,84.09,-8,4,327672
42046,84.092,-8,0,65528
42047,84.094,-8,2,196600
42048,84.096,-1,-2,4294901759
42049,84.098,8,-7,4294508552
42050,84.1,-4,-9,4294443004
42051,84.102,-7,-8,4294508537
42052,84.104,8,9,589832
42053,84.106,8,-4,4294705160
42054,84.108,-3,6,458749
42055,84.11,-1,0,65535
42056,84.112,-3,-1,4294967293
42057,84.114,9,-2,4294836233
42058,84.116,-5,5,393211
42059,84.118,0,-9,4294377472
42060,84.12,1,-4,4294705153
42061,84.122,-6,9,655354
42062,84.124,7,-1,4294901767
42063,84.126,6,4,262150
42064,84.128,-7,3,262137
42065,84.13,3,4,262147
42066,84.132,2,-8,4294443010
42067,84.134,-10,5,393206
42068,84.136,2,0,2
42069,84.138,2,-5,4294639618
42070,84.14,3,-5,4294639619
42071,84.142,2,8,524290
42072,84.144,0,8,524288
42073,84.146,-2,6,458750
42074,84.148,-10,-7,4294574070
42075,84.15,7,3,196615
42076,84.152,-6,6,458746
42077,84.154,-7,10,720889
42078,84.156,1,-2,4294836225
42079,84.158,-6,-5,4294705146
42080,84.16,10,-9,4294377482
42081,84.162,-4,9,655356
42082,84.164,10,-9,4294377482
42083,84.166,-8,-3,4294836216
42084,84.168,0,2,131072
42085,84.17,-9,0,65527
42086,84.172,-5,4,327675
42087,84.174,10,-3,4294770698
42088,84.176,7,1,65543
42089,84.178,0,10,655360
42090,84.18,0,8,524288
42091,84.182,0,-9,4294377472
42092,84.184,10,1,65546
42093,84.186,1,-10,4294311937
42094,84.188,6,-1,4294901766
42095,84.19,-3,9,655357
42096,84.192,-3,-7,4294574077
42097,84.194,10,6,393226
42098,84.196,9,7,458761
42099,84.198,7,4,262151
42100,84.2,1,-7,4294508545
42101,84.202,-2,10,720894
42102,84.204,8,-1,4294901768
42103,84.206,7,-8,4294443015
42104,84.208,7,6,393223
42105,84.21,8,9,589832
42106,84.212,7,-6,4294574087
42107,84.214,-6,0,65530
42108,84.216,-10,9,655350
42109,84.218,3,1,65539
42110,84.22,-5,7,524283
42111,84.222,2,-7,4294508546
42112,84.224,10,4,262154
42113,84.226,-3,10,720893
42114,84.228,9,6,393225
42115,84.23,-9,2,196599
42116,84.232,1,0,1
42117,84.234,10,-6,4294574090
42118,84.236,5,-5,4294639621
42119,84.238,3,4,262147
42120,84.24,6,-3,4294770694
42121,84.242,4,-1,4294901764
42122,84.244,-2,-2,4294901758
42123,84.246,-7,-7,4294574073
42124,84.248,-8,-3,4294836216
42125,84.25,8,-4,4294705160
42126,84.252,-7,9,655353
42127,84.254,-5,-10,4294377467
42128,84.256,-5,-6,4294639611
42129,84.258,6,3,196614
42130,84.26,-8,5,393208
42131,84.262,-8,-3,4294836216
42132,84.264,-5,-3,4294836219
42133,84.266,0,0,0
42134,84.268,2,6,393218
42135,84.27,0,-1,4294901760
42136,84.272,10,8,524298
42137,84.274,9,0,9
42138,84.276,8,-4,4294705160
42139,84.278,-5,-1,4294967291
42140,84.28,0,2,131072
42141,84.282,-2,-6,4294639614
42142,84.284,-7,9,655353
42143,84.286,-7,-4,4294770681
42144,84.288,-6,-1,4294967290
42145,84.29,9,1,65545
42146,84.292,5,-9,4294377477
42147,84.294,2,6,393218
42148,84.296,8,-5,4294639624
42149,84.298,-9,5,393207
42150,84.3,-8,7,524280
42151,84.302,-3,-7,4294574077
42152,84.304,-8,-2,4294901752
42153,84.306,6,1,65542
42154,84.308,0,-6,4294574080
42155,84.31,2,-1,4294901762
42156,84.312,3,-9,4294377475
42157,84.314,-3,-10,4294377469
42158,84.316,-7,-6,4294639609
42159,84.318,5,6,393221
42160,84.32,0,-2,4294836224
42161,84.322,-3,0,65533
42162,84.324,1,7,458753
42163,84.326,-6,6,458746
42164,84.328,9,6,393225
42165,84.33,3,-10,4294311939
42166,84.332,-2,-10,4294377470
42167,84.334,9,-7,4294508553
42168,84.336,9,1,65545
42169,84.338,10,10,655370
42170,84.34,3,-2,4294836227
42171,84.342,9,9,589833
42172,84.344,6,8,524294
42173,84.346,-4,-9,4294443004
42174,84.348,-7,1,131065
42175,84.35,-6,10,720890
42176,84.352,-7,-7,4294574073
42177,84.354,-2,-8,4294508542
42178,84.356,-2,-8,4294508542
42179,84.358,0,-5,4294639616
42180,84.36,-6,-4,4294770682
42181,84.362,4,-1,4294901764
42182,84.364,3,-4,4294705155
42183,84.366,-8,7,524280
42184,84.368,4,5,327684
42185,84.37,-4,10,720892
42186,84.372,-5,-9,4294443003
42187,84.374,-5,-4,4294770683
42188,84.376,3,-9,4294377475
42189,84.378,-8,-4,4294770680
42190,84.38,3,8,524291
42191,84.382,0,-9,4294377472
42192,84.384,-10,8,589814
42193,84.386,5,-1,4294901765
42194,84.388,5,9,589829
42195,84.39,-8,-9,4294443000
42196,84.392,-9,-9,4294442999
42197,84.394,-3,10,720893
42198,84.396,-1,8,589823
42199,84.398,9,-2,4294836233
42200,84.4,-6,4,327674
42201,84.402,-3,9,655357
42202,84.404,-2,9,655358
42203,84.406,-1,-2,4294901759
42204,84.408,-10,-10,4294377462
42205,84.41,-4,-7,4294574076
42206,84.412,-7,-8,4294508537
42207,84.414,2,-3,4294770690
42208,84.416,9,5,327689
42209,84.418,0,-5,4294639616
42210,84.42,6,-9,4294377478
42211,84.422,-4,5,393212
42212,84.424,2,10,655362
42213,84.426,-6,-5,4294705146
42214,84.428,-4,-4,4294770684
42215,84.43,4,2,131076
42216,84.432,-7,-7,4294574073
42217,84.434,-9,4,327671
42218,84.436,7,-6,4294574087
42219,84.438,-8,6,458744
42220,84.44,9,-2,4294836233
42221,84.442,1,4,262145
42222,84.444,2,3,196610
42223,84.446,-7,-10,4294377465
42224,84.448,-1,-3,4294836223
42225,84.45,10,5,327690
42226,84.452,-1,-8,4294508543
42227,84.454,5,-9,4294377477
42228,84.456,-10,-9,4294442998
42229,84.458,9,-5,4294639625
42230,84.46,7,-10,4294311943
42231,84.462,7,-9,4294377479
42232,84.464,9,-5,4294639625
42233,84.466,-10,5,393206
42234,84.468,7,10,655367
42235,84.47,2,-6,4294574082
42236,84.472,2,-10,4294311938
42237,84.474,-6,2,196602
42238,84.476,10,5,327690
42239,84.478,5,-1,4294901765
42240,84.48,8,7,458760
42241,84.482,0,10,655360
42242,84.484,-9,-1,4294967287
42243,84.486,4,3,196612
42244,84.488,4,4,262148
42245,84.49,-9,-2,4294901751
42246,84.492,-3,-2,4294901757
42247,84.494,-2,1,131070
42248,84.496,1,7,458753
42249,84.498,-1,-8,4294508543
42250,84.5,-6,-7,4294574074
42251,84.502,-4,-4,4294770684
42252,84.504,-4,8,589820
42253,84.506,2,-7,4294508546
42254,84.508,9,7,458761
42255,84.51,5,1,65541
42256,84.512,6,-2,4294836230
42257,84.514,-5,7,524283
42258,84.516,-4,2,196604
42259,84.518,-2,-4,4294770686
42260,84.52,-10,9,655350
42261,84.522,-5,10,720891
42262,84.524,-4,2,196604
42263,84.526,1,-8,4294443009
42264,84.528,-1,8,589823
42265,84.53,8,-2,4294836232
42266,84.532,1,5,327681
42267,84.534,8,-10,4294311944
42268,84.536,-8,3,262136
42269,84.538,-3,8,589821
42270,84.54,-7,7,524281
42271,84.542,-9,-10,4294377463
42272,84.544,2,3,196610
42273,84.546,6,9,589830
42274,84.548,-6,-4,4294770682
42275,84.55,-1,3,262143
42276,84.552,7,7,458759
42277,84.554,-6,0,65530
42278,84.556,3,6,393219
42279,84.558,10,-4,4294705162
42280,84.56,9,7,458761
42281,84.562,-4,6,458748
42282,84.564,-2,8,589822
42283,84.566,-6,9,655354
42284,84.568,-9,1,131063
42285,84.57,-9,-5,4294705143
42286,84.572,3,-10,4294311939
42287,84.574,-3,6,458749
42288,84.576,4,9,589828
42289,84.578,6,-8,4294443014
42290,84.58,9,4,262153
42291,84.582,7,7,458759
42292,84.584,2,-10,4294311938
42293,84.586,9,-3,4294770697
42294,84.588,-7,10,720889
42295,84.59,-10,9,655350
42296,84.592,-3,7,524285
42297,84.594,2,10,655362
42298,84.596,-8,-5,4294705144
42299,84.598,-10,6,458742
42300,84.6,-10,-5,4294705142
42301,84.602,-10,-6,4294639606
42302,84.604,-7,6,458745
42303,84.606,5,2,131077
42304,84.608,-4,0,65532
42305,84.61,-2,0,65534
42306,84.612,-4,-7,4294574076
42307,84.614,8,3,196616
42308,84.616,5,-3,4294770693
42309,84.618,4,5,327684
42310,84.62,7,6,393223
42311,84.622,-2,-2,4294901758
42312,84.624,-10,-6,4294639606
42313,84.626,-5,0,65531
42314,84.628,-4,3,262140
42315,84.63,6,4,262150
42316,84.632,10,7,458762
42317,84.634,-6,-7,4294574074
42318,84.636,-9,3,262135
42319,84.638,10,-6,4294574090
42320,84.64,4,-8,4294443012
42321,84.642,3,3,196611
42322,84.644,3,-7,4294508547
42323,84.646,7,1,65543
42324,84.648,2,7,458754
42325,84.65,-5,-5,4294705147
42326,84.652,-9,3,262135
42327,84.654,7,-6,4294574087
42328,84.656,5,-9,4294377477
42329,84.658,8,-5,4294639624
42330,84.66,4,1,65540
42331,84.662,5,7,458757
42332,84.664,-8,2,196600
42333,84.666,5,-10,4294311941
42334,84.668,3,4,262147
42335,84.67,9,-10,4294311945
42336,84.672,-9,-2,4294901751
42337,84.674,-6,7,524282
42338,84.676,2,-8,4294443010
42339,84.678,4,-6,4294574084
42340,84.68,3,-6,4294574083
42341,84.682,9,1,65545
42342,84.684,-4,10,720892
42343,84.686,10,9,589834
42344,84.688,-3,-9,4294443005
42345,84.69,-3,-7,4294574077
42346,84.692,-7,4,327673
42347,84.694,6,6,393222
42348,84.696,9,8,524297
42349,84.698,-3,2,196605
42350,84.7,10,-8,4294443018
42351,84.702,-7,-2,4294901753
42352,84.704,2,7,458754
42353,84.706,5,-8,4294443013
42354,84.708,-4,9,655356
42355,84.71,0,-1,4294901760
42356,84.712,-6,-6,4294639610
42357,84.714,-8,3,262136
42358,84.716,9,1,65545
42359,84.718,2,3,196610
42360,84.72,-9,5,393207
42361,84.722,-1,-2,4294901759
42362,84.724,-4,8,589820
42363,84.726,6,7,458758
42364,84.728,5,-2,4294836229
42365,84.73,-9,-9,4294442999
42366,84.732,-2,10,720894
42367,84.734,7,3,196615
42368,84.736,-4,-10,4294377468
42369,84.738,-6,-10,4294377466
42370,84.74,-7,4,327673
42371,84.742,-2,0,65534
42372,84.744,-10,6,458742
42373,84.746,3,10,655363
42374,84.748,8,-6,4294574088
42375,84.75,10,-1,4294901770
42376,84.752,1,10,655361
42377,84.754,4,0,4
42378,84.756,4,-10,4294311940
42379,84.758,-1,5,393215
42380,84.76,-3,2,196605
42381,84.762,0,-5,4294639616
42382,84.764,1,10,655361
42383,84.766,-10,0,65526
42384,84.768,8,-2,4294836232
42385,84.77,4,-5,4294639620
42386,84.772,1,-5,4294639617
42387,84.774,-8,-1,4294967288
42388,84.776,7,8,524295
42389,84.778,-8,9,655352
42390,84.78,-6,5,393210
42391,84.782,-1,6,458751
42392,84.784,-2,-8,4294508542
42393,84.786,-1,-10,4294377471
42394,84.788,7,-1,4294901767
42395,84.79,-3,-7,4294574077
42396,84.792,6,-8,4294443014
42397,84.794,-3,-6,4294639613
42398,84.796,-6,6,458746
42399,84.798,10,5,327690
42400,84.8,-6,-8,4294508538
42401,84.802,6,-2,4294836230
42402,84.804,6,-7,4294508550
42403,84.806,-1,2,196607
42404,84.808,-4,-2,4294901756
42405,84.81,2,9,589826
42406,84.812,1,3,196609
42407,84.814,-4,6,458748
42408,84.816,-8,7,524280
42409,84.818,3,8,524291
42410,84.82,-9,0,65527
42411,84.822,-2,1,131070
42412,84.824,-1,-8,4294508543
42413,84.826,-9,-8,4294508535
42414,84.828,5,4,262149
42415,84.83,2,-5,4294639618
42416,84.832,-10,-7,4294574070
42417,84.834,7,-5,4294639623
42418,84.836,-1,9,655359
42419,84.838,-6,-10,4294377466
42420,84.84,10,2,131082
42421,84.842,9,-3,4294770697
42422,84.844,7,-2,4294836231
42423,84.846,10,10,655370
42424,84.848,1,0,1
42425,84.85,5,-10,4294311941
42426,84.852,3,5,327683
42427,84.854,4,7,458756
42428,84.856,-8,8,589816
42429,84.858,5,6,393221
42430,84.86,10,-2,4294836234
42431,84.862,-8,0,65528
42432,84.864,-9,-4,4294770679
42433,84.866,1,7,458753
42434,84.868,6,7,458758
42435,84.87,8,-4,4294705160
42436,84.872,-7,8,589817
42437,84.874,6,-7,4294508550
42438,84.876,1,5,327681
42439,84.878,-2,-6,4294639614
42440,84.88,-4,0,65532
42441,84.882,-1,-8,4294508543
42442,84.884,-4,2,196604
42443,84.886,6,-4,4294705158
42444,84.888,10,-6,4294574090
42445,84.89,-2,-1,4294967294
42446,84.892,8,0,8
42447,84.894,-9,-7,4294574071
42448,84.896,-7,5,393209
42449,84.898,-5,10,720891
42450,84.9,10,-6,4294574090
42451,84.902,-2,-3,4294836222
42452,84.904,5,1,65541
42453,84.906,-8,-7,4294574072
42454,84.908,3,6,393219
42455,84.91,-10,-1,4294967286
42456,84.912,6,-10,4294311942
42457,84.914,5,-3,4294770693
42458,84.916,-1,1,131071
42459,84.918,1,3,196609
42460,84.92,1,-8,4294443009
42461,84.922,-7,-1,4294967289
42462,84.924,-6,-3,4294836218
42463,84.926,2,4,262146
42464,84.928,-10,5,393206
42465,84.93,5,-10,4294311941
42466,84.932,-9,-2,4294901751
42467,84.934,-9,-6,4294639607
42468,84.936,-2,3,262142
42469,84.938,-3,-2,4294901757
42470,84.94,6,-3,4294770694
42471,84.942,0,4,262144
42472,84.944,-6,-1,4294967290
42473,84.946,-2,8,589822
42474,84.948,7,-6,4294574087
42475,84.95,-6,9,655354
42476,84.952,8,-9,4294377480
42477,84.954,-5,3,262139
42478,84.956,-7,8,589817
42479,84.958,-9,10,720887
42480,84.96,-10,-1,4294967286
42481,84.962,4,5,327684
42482,84.964,-2,7,524286
42483,84.966,2,10,655362
42484,84.968,-8,2,196600
42485,84.97,-9,-1,4294967287
42486,84.972,-7,-4,4294770681
42487,84.974,-6,3,262138
42488,84.976,2,0,2
42489,84.978,0,5,327680
42490,84.98,1,-6,4294574081
42491,84.982,-9,2,196599
42492,84.984,7,10,655367
42493,84.986,7,0,7
42494,84.988,5,-10,4294311941
42495,84.99,-5,-5,4294705147
42496,84.992,-9,-1,4294967287
42497,84.994,-1,4,327679
42498,84.996,3,0,3
42499,84.998,3,7,458755
42500,85,3,10,655363
42501,85.002,-9,0,65527
42502,85.004,10,0,10
42503,85.006,9,5,327689
42504,85.008,-6,5,393210
42505,85.01,-8,-7,4294574072
42506,85.012,-10,-2,4294901750
42507,85.014,-6,-5,4294705146
42508,85.016,5,7,458757
42509,85.018,-9,9,655351
42510,85.02,-5,-3,4294836219
42511,85.022,-7,-9,4294443001
42512,85.024,-1,-10,4294377471
42513,85.026,2,2,131074
42514,85.028,-9,10,720887
42515,85.03,10,6,393226
42516,85.032,5,-6,4294574085
42517,85.034,-6,-5,4294705146
42518,85.036,5,-7,4294508549
42519,85.038,-4,9,655356
42520,85.04,-2,3,262142
42521,85.042,-10,5,393206
42522,85.044,-3,9,655357
42523,85.046,0,-8,4294443008
42524,85.048,9,8,524297
42525,85.05,5,-5,4294639621
42526,85.052,-7,5,393209
42527,85.054,6,0,6
42528,85.056,6,-9,4294377478
42529,85.058,-8,0,65528
42530,85.06,-4,7,524284
42531,85.062,4,-5,4294639620
42532,85.064,-6,8,589818
42533,85.066,5,0,5
42534,85.068,8,4,262152
42535,85.07,4,-4,4294705156
42536,85.072,-10,1,131062
42537,85.074,-8,9,655352
42538,85.076,-6,-3,4294836218
42539,85.078,3,-9,4294377475
42540,85.08,10,4,262154
42541,85.082,0,-9,4294377472
42542,85.084,-4,5,393212
42543,85.086,-2,10,720894
42544,85.088,1,0,1
42545,85.09,8,-9,4294377480
42546,85.092,-9,-9,4294442999
42547,85.094,-2,5,393214
42548,85.096,-6,-7,4294574074
42549,85.098,5,-2,4294836229
42550,85.1,-6,-4,4294770682
42551,85.102,2,-6,4294574082
42552,85.104,-4,0,65532
42553,85.106,-9,-8,4294508535
42554,85.108,3,-9,4294377475
42555,85.11,-6,3,262138
42556,85.112,-3,7,524285
42557,85.114,-7,-3,4294836217
42558,85.116,4,8,524292
42559,85.118,-7,0,65529
42560,85.12,4,0,4
42561,85.122,-9,-7,4294574071
42562,85.124,-10,-8,4294508534
